Day,Title,Activity Type,Category,Address,Description,Icon,Coordinates
Day 4,Höfn Local Museum,Rainy Day,Alternative,"Höfn Museum, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">☔ Rainy Day</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Höfn Local Museum, showcasing the town's maritime history, fishing industry, and cultural heritage through artifacts and exhibitions in a cozy indoor setting.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/rainy.png,"64.2510,-15.2020"
Day 4,Höfn Swimming Pool,Hot Spring,Indoor,Víkurbraut 9 780 Höfn,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #e3f2fd; border: 1px solid #64b5f6; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Relax in this modern facility with multiple hot pots of varying temperatures outdoor pool steam room and waterslide. Perfect way to unwind after hiking or during inclement weather.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"64.2510,-15.2020"
Day 4,Huldujökull Glacier Falls,Hiking,Nature,Road 214 from Þakgil,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Witness the dramatic sight of glacier chunks breaking off and falling into a ravine. Take the yellow/red trail from Þakgil campsite then follow the white trail north for incredible views of Iceland's ""hidden glacier.""</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"63.5800,-18.7000"
Day 4,Ingólfshöfði Cape Hike,Hiking,Alternative Hike,"Ingólfshöfði, South Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This 2.5 km hike to a puffin colony on an isolated headland requires a local tractor ride through black sand to reach the trailhead. It's less visited than other South Coast attractions but offers incredible birdlife (May-August) and historical significance as the landing spot of Iceland's first settler.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"63.8030,-16.6380"
Day 4,Ingólfshöfði Puffin Cape,Wildlife,Nature,Ingólfshöfði Nature Reserve,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Travel by tractor across black sand plains to this isolated headland where thousands of puffins nest during summer. Guided 2-hour tour includes history of Viking settlement.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"63.8030,-16.6380"
Day 4,Jökulsárlón Glacier Lagoon,Natural Wonder,Highlighted,"Jökulsárlón Glacier Lagoon, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌈 Natural Wonder</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Where massive icebergs calved from Breiðamerkurjökull glacier float serenely in a deep glacial lake on their way to the Atlantic Ocean. One of Iceland's most spectacular natural attractions.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/flag.png,"64.0784,-16.2306"
Day 4,Jökulsárlón Midnight Sun Kayaking,Outdoor Recreation,Adventure,Jökulsárlón Glacier Lagoon,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏞️ Outdoor Recreation</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Paddle among icebergs during the magical evening light when the midnight sun bathes the lagoon in golden hues. The tranquil waters and fewer crowds make this an unforgettable experience.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/trail.png,"64.0784,-16.2306"
Day 4,Local Lobster Feast Höfn,Culinary,Cultural,Höfn Harbor South Iceland,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🍲 Culinary</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Höfn is the langoustine (Icelandic lobster) capital of Iceland. Join a tasting menu experience featuring these delicacies prepared multiple ways accompanied by local craft beers.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/coffee.png,"64.2510,-15.2020"
Day 4,Múlagljúfur Canyon Hike,Hiking,Alternative Hike,"Múlagljúfur, near Skaftafell, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This 3-hour hike leads to two spectacular waterfalls (Hangandifoss and Múlafoss) hidden in a dramatic canyon near Skaftafell that most tourists miss entirely.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.0300,-16.4800"
Day 4,Mulagljufur Canyon Trek,Hiking,Adventure,East of Jokulsarlon,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A <strong>challenging</strong> 3-mile hike revealing multiple waterfalls including Hangandifoss (hanging waterfall). The unmarked trail requires some navigation but rewards with few crowds and dramatic surroundings.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.0300,-16.4800"
Day 4,Private Ice Cave Experience,Premium Experience,Exclusive,"Vatnajökull Glacier, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">⭐ Premium Experience</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Exclusive guided tour to a natural ice cave within Vatnajökull Glacier, Europe's largest glacier. Marvel at the blue ice formations, intricate textures, and otherworldly atmosphere in these seasonal natural wonders.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"64.3000,-16.5000"
Day 4,Skaftafell Glacier Blue Ice Cave,Ice Adventure,Adventure,Skaftafell Visitor Center,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">❄️ Ice Adventure</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Year-round accessible ice cave within the Vatnajökull glacier featuring intense blue ice formations. Local guides lead you safely through this otherworldly environment.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/snowflake_simple.png,"64.0694,-16.9663"
Day 4,Skaftafell Nature Reserve Hike,Hiking,Highlighted,"Skaftafell, Vatnajökull National Park, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A wilderness area in Vatnajökull National Park featuring various hiking trails to waterfalls, glacial tongues, and lush oases. Hike to Svartifoss Waterfall, a 3-mile round trip of <strong>moderate</strong> difficulty.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.0694,-16.9663"
Day 4,Skaftafell Waterfall Circuit,Hiking,Nature,Skaftafell Visitor Center,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A 4-mile loop trail connecting multiple waterfalls including Svartifoss with its distinctive black basalt columns Hundafoss and Magnúsarfoss. Rich bird life throughout the hike.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.0694,-16.9663"
Day 4,Southeastern Seals Boat Tour,Wildlife,Nature,Stokksnes Peninsula,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A small boat excursion to view harbor seal colonies that gather among the dramatic black beaches and mountains of this less-visited peninsula. Excellent for wildlife photography.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"64.2470,-14.9750"
Day 4,Strútsfoss Waterfall,Hidden Gem,Highlighted,"Strútsfoss, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Even larger red strata waterfall than the famous Hengifoss, yet virtually crowd-free. Accessible with regular car in summer via Road 935 to Sturluflöt farm. The family-friendly hike rewards you with views of this hidden gem that few tourists experience.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"64.8800,-15.2600"
Day 4,Svartifoss Waterfall,Natural Wonder,Highlighted,"Svartifoss, Skaftafell, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🌈 Natural Wonder</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Unique waterfall framed by dark hexagonal basalt columns that inspired the design of Hallgrímskirkja church in Reykjavík. The black basalt columns create a stunning contrast with the white water.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/flag.png,"64.0231,-16.9752"
Day 4,Thorbergssetur Cultural Center,Cultural,Indoor,Hali Country Hotel Suðursveit,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #e3f2fd; border: 1px solid #64b5f6; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Museum dedicated to writer Þórbergur Þórðarson with exhibitions about traditional life in southeast Iceland. Features an innovative building designed to look like a bookshelf.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"64.1800,-15.8900"
Day 4,Vatnajökull Ice Climbing,Ice Adventure,Adventure,Skaftafell National Park,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">❄️ Ice Adventure</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Guided ice climbing experience on Europe's largest glacier. Learn technique and safety while scaling vertical ice walls with stunning views of the surrounding landscape.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/snowflake_simple.png,"64.0694,-16.9663"
Day 4,Vatnajökull Visitor Center,Rainy Day,Alternative,"Vatnajökull Visitor Center, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">☔ Rainy Day</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">The Vatnajökull visitor center, featuring interactive exhibits about Europe's largest glacier, its formation, ecology, and the impact of climate change on this massive ice cap.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/rainy.png,"64.0694,-16.9663"
Day 4,Víkurprjón Wool Workshop,Cultural,Rainy Day,"Víkurprjón, Vík, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Visit Víkurprjón (Vík Wool) for a longer experience where you can not only shop but sometimes participate in demonstrations of traditional wool processing techniques. Perfect when weather interrupts outdoor plans.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"63.4186,-19.0060"
Day 4,Zodiac Boat Tour of Jokulsarlon,Tour,Highlighted,"Jökulsárlón Glacier Lagoon, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🧭 Tour</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This pre-booked tour takes you on an exhilarating ride among floating icebergs that have calved from the Breiðamerkurjökull glacier. The zodiac boats can navigate closer to the ice than the larger amphibian vessels, offering intimate views of the sculptural ice formations.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/info.png,"64.0784,-16.2306"
Day 5,Alfheimar Hotel,Lodging,Booked,"Alfheimar Hotel, Borgarfjörður Eystri, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #fff9c4; border: 1px solid #fff176; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏨 Lodging</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This welcoming hotel is situated in one of Iceland's most remote and beautiful regions, offering stunning mountain views and proximity to tomorrow's activities. You'll stay in a Standard Double or Twin Room with Patio.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/lodging.png,"65.5250,-13.8153"
Day 5,Atlavik Forest Hike,Hiking,Nature,Hallormsstaðaskógur National Forest,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Peaceful 2-mile loop through Iceland's largest forest with rare trees towering mushrooms and rich birdlife. The trail leads to a sheltered beach on Lagarfljót Lake perfect for picnics.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"65.0500,-14.7400"
Day 5,Djúpavogskörin Hot Spring,Hot Spring,Nature,Near Ring Road by Djúpivogur,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">♨️ Hot Spring</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Soak in this well-hidden hot spring right off the Ring Road. The man-made stone block pools collect naturally hot water that varies in temperature throughout the year.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/water.png,"64.6500,-14.2800"
Day 5,Djupivogur Art Walk,Arts,Cultural,Djúpivogur Village Center,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🎨 Arts</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Explore this designated ""slow town"" with its collection of large-scale outdoor art installations including the famous stone eggs representing local bird species at Gleðivík bay.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"64.6559,-14.2828"
Day 5,East Fjords Coastal Drive,Scenic Drive,Highlighted,"East Fjords, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🛣️ Scenic Drive</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">One of Iceland's most spectacular stretches of road winds along the eastern coastline, hugging the contours of deep fjords with mountains rising steeply on one side and the Atlantic Ocean on the other. The drive features countless photo opportunities, including chances to spot reindeer.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/roadtrip.png,"65.0000,-14.0000"
Day 5,East Iceland Heritage Museum,Museum,Rainy Day,"Egilsstaðir, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Museum</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Learn about the distinctive cultural identity of the isolated East Fjords communities through interactive exhibits on reindeer hunting, superstitions, and the harsh rural lifestyle that developed here.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/museum.png,"65.2614,-14.3948"
Day 5,Eggin í Gleðivík Art Installation,Arts,Cultural,Gleðivík Bay Djúpivogur,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🎨 Arts</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">View the 34 large stone eggs representing bird species that nest in the area. Each egg is accurately sized in proportion to the actual bird eggs creating a striking outdoor gallery.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"64.6500,-14.2900"
Day 5,F909 Askja Route,F-Road Exploration,F-Road Adventure,"F909, East Iceland Highlands","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🚙 F-Road Exploration</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This highland route accesses the moon-like landscapes of Askja crater lake and the geothermal Viti explosion crater. This challenging F-road requires river crossings but provides some of Iceland's most alien landscapes. Pair with a soak in the remote Laugavallalaug hot spring creek.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/4x4.png,"65.0500,-16.0000"
Day 5,Fáskrúðsfjörður French Connection,Cultural,Historical,Fáskrúðsfjörður East Iceland,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Explore this unique village with French street signs that served as a base for French fishermen in the 19th century. The French Hospital museum tells their story with dual-language exhibits.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"64.9317,-14.0144"
Day 5,Hengifoss and Litlanesfoss Hike,Hiking,Nature,Hengifossá River East Iceland,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A <strong>moderate</strong>ly challenging 3-mile round trip hike to two spectacular waterfalls. Litlanesfoss is framed by geometric basalt columns while Hengifoss features dramatic red clay stripes.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"65.0950,-14.8830"
Day 5,Hengifoss and Litlanesfoss Waterfall Hike,Hiking,Alternative,"Hengifoss, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">3-mile round trip, 2-hour hike to two beautiful waterfalls, including the striped red and black rock formations of Hengifoss and the basalt column-framed Litlanesfoss.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"65.0950,-14.8830"
Day 5,Lagarfljót Lake Monster Watch,Cultural,Nature,Lagarfljót Lake Near Egilsstaðir,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Boat tour of Iceland's third-largest lake famous for its mythical serpent-like monster (Lagarfljótsormurinn) first reported in 1345 and considered Iceland's version of the Loch Ness Monster.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"65.0300,-14.7000"
Day 5,Local Cheese Tasting,Culinary,Cultural,Near Egilsstaðir East Iceland,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🍲 Culinary</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Sample artisanal cheeses made from local sheep and cow milk including the distinctive ""mysuostur"" (whey cheese) with a sweet caramel-like flavor unique to Iceland.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/coffee.png,"65.2614,-14.3948"
Day 5,Lunch at Við Voginn,Dining,Alternative,"Við Voginn, Djúpivogur, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🍽️ Dining</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Enjoy lunch at this restaurant in the charming fishing village of Djúpivogur, known for fresh seafood and local ingredients.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/dining.png,"64.6559,-14.2828"
Day 5,Papey Island Wildlife Tour,Wildlife,Nature,Djúpivogur Harbor,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🦊 Wildlife</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Take a 3-hour boat trip to this abandoned island inhabited only by birds and seals. Visit Iceland's oldest wooden church and see thousands of puffins nesting from May to August.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/ranger_station.png,"64.6559,-14.2828"
Day 5,Petra's Stone Collection,Cultural,Alternative,"Petra's Stone Collection, Stöðvarfjörður, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Massive private collection of East Iceland minerals gathered by one woman throughout her lifetime, now displayed in and around her home. Entry fee: $15 per person.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"64.8313,-14.0102"
Day 5,Petra's Stone Museum Extended Experience,Museum,Rainy Day,"Petra's Stone Collection, Stöðvarfjörður, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Museum</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">In poor weather, this remarkable private mineral collection becomes more than a quick stop. The passionate staff can provide longer presentations about Iceland's geological history if you have extra time due to weather cancellations.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/museum.png,"64.8313,-14.0102"
Day 5,Private Reindeer Safari,Premium Experience,Exclusive,"East Iceland Highlands, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">⭐ Premium Experience</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Exclusive guided safari to spot wild reindeer, which can only be found in East Iceland. This private tour takes you off the beaten path with an expert guide who knows the best locations for reindeer spotting and photography.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"65.3000,-14.8000"
Day 5,Reyðarfjörður WWII Museum,Historical,Indoor,Búðareyri 670 Reyðarfjörður,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #e3f2fd; border: 1px solid #64b5f6; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">📜 Historical</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Learn about Iceland's role during World War II when thousands of Allied troops were stationed in this quiet fjord. The museum features authentic barracks and extensive artifacts.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/monument.png,"65.0319,-14.2185"
Day 5,Skriðuklaustur Cultural Center,Cultural,Indoor,Skriðuklaustur 701 Egilsstaðir,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #e3f2fd; border: 1px solid #64b5f6; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🏛️ Cultural</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">Visit this cultural center and former medieval monastery with archaeological exhibits. The building itself is an architectural landmark designed by Iceland's most famous architect Guðjón Samúelsson.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/arts.png,"65.0320,-14.8280"
Day 5,Strútsfoss Waterfall,Hidden Gem,Highlighted,"Strútsfoss, Iceland","<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">💎 Hidden Gem</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">This hidden gem is an even larger red strata waterfall than the famous Hengifoss, yet remains virtually crowd-free. Take Road 935 to Sturluflöt farm, where an easy family-friendly hike leads to this spectacular cascade. The distinctive red layers in the rock face behind the waterfall create a striking contrast with the white water.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/star.png,"64.8800,-15.2600"
Day 5,Strútsfoss Waterfall Hike,Hiking,Nature,Road 935 to Sturluflöt Farm,"<div style=""font-family: Arial, sans-serif; max-width: 400px; background-color: #eceff1; border: 1px solid #b0bec5; padding: 12px; border-radius: 5px; margin: 8px 0;"">
    <h3 style=""margin-top: 0; color: #333;"">🥾 Hiking</h3>
    <p style=""font-size: 16px; line-height: 1.5; color: #444;"">A family-friendly hike to an impressive but rarely visited red strata waterfall that's even taller than the famous Hengifoss. The trail passes through uniquely colored geological formations.</p>
  </div>",http://maps.google.com/mapfiles/kml/shapes/hiker.png,"64.8800,-15.2600"
